raw_row_id,invoice_no,stock_code,description,customer_id,country,transaction_status,issue_type,issue_description
1989,536550,85044,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Data Issue,Missing Description,Product description was missing and was standardized as UNKNOWN_DESCRIPTION.
1989,536550,85044,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Data Issue,Zero or Negative Unit Price,Unit price is zero or negative and should be excluded from revenue KPIs.
1997,536551,22900,SET 2 TEA TOWELS I LOVE LONDON,17346,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
1999,536551,22112,CHOCOLATE HOT WATER BOTTLE,17346,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2000,536551,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,17346,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2003,536551,22900,SET 2 TEA TOWELS I LOVE LONDON,17346,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2004,536551,22551,PLASTERS IN TIN SPACEBOY,17346,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2016,536551,22551,PLASTERS IN TIN SPACEBOY,17346,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2020,536551,22112,CHOCOLATE HOT WATER BOTTLE,17346,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2021,536551,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,17346,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2025,536552,20950,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Data Issue,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2025,536552,20950,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Data Issue,Missing Description,Product description was missing and was standardized as UNKNOWN_DESCRIPTION.
2025,536552,20950,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Data Issue,Zero or Negative Unit Price,Unit price is zero or negative and should be excluded from revenue KPIs.
2026,536553,37461,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Data Issue,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2026,536553,37461,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Data Issue,Missing Description,Product description was missing and was standardized as UNKNOWN_DESCRIPTION.
2026,536553,37461,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Data Issue,Zero or Negative Unit Price,Unit price is zero or negative and should be excluded from revenue KPIs.
2027,536554,84670,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Data Issue,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2027,536554,84670,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Data Issue,Missing Description,Product description was missing and was standardized as UNKNOWN_DESCRIPTION.
2027,536554,84670,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Data Issue,Zero or Negative Unit Price,Unit price is zero or negative and should be excluded from revenue KPIs.
2028,536555,20697,LITTLE GREEN MONSTER SOFT TOY,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2029,536555,22716,CARD CIRCUS PARADE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2071,536557,85232B,SET OF 3 BABUSHKA STACKING TINS,17841,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2086,536557,85232B,SET OF 3 BABUSHKA STACKING TINS,17841,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2103,536558,22802,FAUX FUR CHOCOLATE THROW,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2106,536559,51014L,"FEATHER PEN,LIGHT PINK",17873,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2107,536559,51014L,"FEATHER PEN,LIGHT PINK",17873,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2170,536565,21372,MIRRORED WALL ART TABLE LAMP,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2171,536565,21369,MIRRORED WALL ART SPLODGES,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2191,536569,22111,SCOTTIE DOG HOT WATER BOTTLE,16274,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2196,536569,22111,SCOTTIE DOG HOT WATER BOTTLE,16274,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2210,536569,21809,CHRISTMAS HANGING TREE WITH BELL,16274,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2214,536569,21809,CHRISTMAS HANGING TREE WITH BELL,16274,United Kingdom,Completed,Duplicate Row,Row appears to be duplicated based on core transaction fields.
2407,536589,21777,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Cancelled/Return,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2407,536589,21777,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Cancelled/Return,Missing Description,Product description was missing and was standardized as UNKNOWN_DESCRIPTION.
2407,536589,21777,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Cancelled/Return,Negative Quantity,"Quantity is negative, indicating a return/cancellation or source system adjustment."
2407,536589,21777,UNKNOWN_DESCRIPTION,UNKNOWN,United Kingdom,Cancelled/Return,Zero or Negative Unit Price,Unit price is zero or negative and should be excluded from revenue KPIs.
2462,536592,10135,COLOURING PENCILS BROWN TUBE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2463,536592,16168M,FUNKY MONKEY GIFT BAG MEDIUM,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2464,536592,16236,KITTY PENCIL ERASERS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2465,536592,16237,SLEEPING CAT ERASERS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2466,536592,16238,PARTY TIME PENCIL ERASERS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2467,536592,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2468,536592,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2469,536592,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2470,536592,17012D,ORIGAMI ROSE INCENSE/CANDLE SET,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2471,536592,17012E,ORIGAMI OPIUM INCENSE/CANDLE SET,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2472,536592,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2473,536592,17014A,ORIGAMI VANILLA INCENSE CONES,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2474,536592,17084N,FAIRY DREAMS INCENSE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2475,536592,17084P,DRAGONS BLOOD INCENSE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2476,536592,20616,CHERRY BLOSSOM PASSPORT COVER,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2477,536592,20617,FIRST CLASS PASSPORT COVER,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2478,536592,20619,TROPICAL PASSPORT COVER,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2479,536592,20653,CHERRY BLOSSOM LUGGAGE TAG,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2480,536592,20668,DISCO BALL CHRISTMAS DECORATION,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2481,536592,20681,PINK POLKADOT CHILDRENS UMBRELLA,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2482,536592,20682,RED RETROSPOT CHILDRENS UMBRELLA,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2483,536592,20696,FLORAL SOFT CAR TOY,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2484,536592,20699,MOUSEY LONG LEGS SOFT TOY,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2485,536592,20700,GREEN CAT FLORAL CUSHION COVER,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2486,536592,20717,STRAWBERRY SHOPPER BAG,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2487,536592,20718,RED RETROSPOT SHOPPER BAG,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2488,536592,20723,STRAWBERRY CHARLOTTE BAG,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2489,536592,20724,RED RETROSPOT CHARLOTTE BAG,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2490,536592,20725,LUNCH BAG RED RETROSPOT,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2491,536592,20727,LUNCH BAG  BLACK SKULL.,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2492,536592,20733,GOLD MINI TAPE MEASURE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2493,536592,20735,BLACK MINI TAPE MEASURE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2494,536592,20752,BLUE POLKADOT WASHING UP GLOVES,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2495,536592,20754,RETROSPOT RED WASHING UP GLOVES,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2496,536592,20761,BLUE PAISLEY SKETCHBOOK,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2497,536592,20780,BLACK EAR MUFF HEADPHONES,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2498,536592,20846,ZINC HEART LATTICE T-LIGHT HOLDER,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2499,536592,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2500,536592,20931,BLUE POT PLANT CANDLE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2501,536592,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2502,536592,20961,STRAWBERRY BATH SPONGE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2503,536592,20966,SANDWICH BATH SPONGE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2504,536592,20972,PINK CREAM FELT CRAFT TRINKET BOX,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2505,536592,20973,12 PENCIL SMALL TUBE WOODLAND,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2506,536592,20974,12 PENCILS SMALL TUBE SKULL,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2507,536592,20975,12 PENCILS SMALL TUBE RED RETROSPOT,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2508,536592,21002,ROSE DU SUD DRAWSTRING BAG,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2509,536592,21012,ANTIQUE ALL GLASS CANDLESTICK,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2510,536592,21015,DARK BIRD HOUSE TREE DECORATION,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2511,536592,21035,SET/2 RED RETROSPOT TEA TOWELS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2512,536592,21055,TOOL BOX SOFT TOY,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2513,536592,21067,VINTAGE RED TEATIME MUG,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2514,536592,21069,VINTAGE BILLBOARD TEA MUG,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2515,536592,21071,VINTAGE BILLBOARD DRINK ME MUG,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2516,536592,21098,CHRISTMAS TOILET ROLL,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2517,536592,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2518,536592,21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2519,536592,21110,LARGE CAKE TOWEL PINK SPOTS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2520,536592,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2521,536592,21128,GOLD FISHING GNOME,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2522,536592,21154,RED RETROSPOT OVEN GLOVE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2523,536592,21164,HOME SWEET HOME METAL SIGN,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2524,536592,21165,BEWARE OF THE CAT METAL SIGN,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2525,536592,21174,POTTERING IN THE SHED METAL SIGN,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2526,536592,21181,PLEASE ONE PERSON METAL SIGN,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2527,536592,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2528,536592,21191,LARGE WHITE HONEYCOMB PAPER BELL,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2529,536592,21192,WHITE BELL HONEYCOMB PAPER,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2530,536592,21208,PASTEL COLOUR HONEYCOMB FAN,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2531,536592,21212,PACK OF 72 RETROSPOT CAKE CASES,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2532,536592,21213,PACK OF 72 SKULL CAKE CASES,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2533,536592,21220,SET/4 BADGES DOGS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2534,536592,21231,SWEETHEART CERAMIC TRINKET BOX,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2535,536592,21232,STRAWBERRY CERAMIC TRINKET BOX,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2536,536592,21249,WOODLAND  HEIGHT CHART STICKERS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2537,536592,21257,VICTORIAN SEWING BOX MEDIUM,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2538,536592,21258,VICTORIAN SEWING BOX LARGE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2539,536592,21262,WHITE GOOSE FEATHER CHRISTMAS TREE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2540,536592,21272,SALLE DE BAIN HOOK,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2541,536592,21279,VINTAGE KITCHEN PRINT FRUITS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2542,536592,21281,VINTAGE KITCHEN PRINT SEAFOOD,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2543,536592,21288,STRIPEY CHOCOLATE NESTING BOXES,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2544,536592,21313,GLASS HEART T-LIGHT HOLDER,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2545,536592,21314,SMALL GLASS HEART TRINKET POT,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2546,536592,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2547,536592,21349,IVY HEART WREATH,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2548,536592,21352,EUCALYPTUS & PINECONE  WREATH,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2549,536592,21356,TOAST ITS - FAIRY FLOWER,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2550,536592,21429,RED GINGHAM ROSE JEWELLERY BOX,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2551,536592,21439,BASKET OF TOADSTOOLS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2552,536592,21447,12 IVORY ROSE PEG PLACE SETTINGS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2553,536592,21479,WHITE SKULL HOT WATER BOTTLE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2554,536592,21481,FAWN BLUE HOT WATER BOTTLE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2555,536592,21484,CHICK GREY HOT WATER BOTTLE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2556,536592,21486,PINK HEART DOTS HOT WATER BOTTLE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2557,536592,21488,RED WHITE SCARF  HOT WATER BOTTLE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2558,536592,21494,ROTATING LEAVES T-LIGHT HOLDER,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2559,536592,21519,GIN & TONIC DIET GREETING CARD,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2560,536592,21520,BOOZE & WOMEN GREETING CARD,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2561,536592,21524,DOORMAT SPOTTY HOME SWEET HOME,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2562,536592,21537,RED RETROSPOT PUDDING BOWL,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2563,536592,21544,SKULLS  WATER TRANSFER TATTOOS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2564,536592,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2565,536592,21557,SET OF 6 FUNKY BEAKERS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2566,536592,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2567,536592,21576,LETS GO SHOPPING COTTON TOTE BAG,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2568,536592,21594,Dr. Jam's Arouzer Stress Ball,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2569,536592,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2570,536592,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2571,536592,21656,RIDGED GLASS POSY VASE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2572,536592,21658,GLASS  BEURRE DISH,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2573,536592,21671,RED SPOT CERAMIC DRAWER KNOB,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2574,536592,21684,SMALL MEDINA STAMPED METAL BOWL,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2575,536592,21698,MOCK LOBSTER FRIDGE MAGNET,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2576,536592,21700,BIG DOUGHNUT FRIDGE MAGNETS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2577,536592,21705,BAG 500g SWIRLY MARBLES,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2578,536592,21718,RED METAL BEACH SPADE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2579,536592,21731,RED TOADSTOOL LED NIGHT LIGHT,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2580,536592,21743,STAR PORTABLE TABLE LIGHT,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2581,536592,21745,GAOLERS KEYS DECORATIVE GARDEN,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2582,536592,21754,HOME BUILDING BLOCK WORD,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2583,536592,21755,LOVE BUILDING BLOCK WORD,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2584,536592,21756,BATH BUILDING BLOCK WORD,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2585,536592,21773,DECORATIVE ROSE BATHROOM BOTTLE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
2586,536592,21774,DECORATIVE CATS BATHROOM BOTTLE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
