customer_id,country,first_invoice_date,last_invoice_date,transaction_line_count,completed_sales_amount,cancelled_amount
13719,United Kingdom,2011-04-19 13:56:00,2011-11-24 15:26:00,60,1041.68,0.0
13720,United Kingdom,2011-03-30 09:17:00,2011-08-15 12:46:00,43,799.9,0.0
13721,United Kingdom,2011-11-03 14:05:00,2011-11-03 14:05:00,28,524.14,0.0
13722,United Kingdom,2011-03-02 11:43:00,2011-08-11 15:26:00,86,2375.41,6.25
13723,United Kingdom,2011-05-06 17:04:00,2011-05-06 17:04:00,6,199.85,0.0
13725,United Kingdom,2011-02-04 12:18:00,2011-10-21 10:03:00,118,1980.56,170.75
13726,United Kingdom,2011-08-31 11:06:00,2011-11-01 10:49:00,42,1079.66,0.0
13727,United Kingdom,2011-11-06 12:16:00,2011-11-11 09:46:00,20,333.48,0.0
13728,United Kingdom,2011-02-02 12:09:00,2011-11-03 10:49:00,63,1016.14,0.0
13730,United Kingdom,2011-07-01 12:47:00,2011-07-27 08:35:00,43,752.6,0.0
13731,United Kingdom,2011-04-07 10:10:00,2011-05-04 14:33:00,38,610.59,0.0
13732,United Kingdom,2011-11-11 15:49:00,2011-11-11 15:49:00,33,491.86,0.0
13735,United Kingdom,2011-04-19 12:40:00,2011-11-15 11:14:00,208,2885.24,119.06
13736,United Kingdom,2011-03-24 13:04:00,2011-12-04 15:19:00,194,731.9,7.9
13737,United Kingdom,2011-05-23 16:32:00,2011-05-23 16:32:00,30,339.6,0.0
13739,United Kingdom,2011-11-21 13:35:00,2011-11-21 13:35:00,3,216.9,0.0
13740,United Kingdom,2011-04-13 10:32:00,2011-04-13 10:32:00,23,350.75,0.0
13741,United Kingdom,2011-05-06 13:43:00,2011-09-29 09:19:00,35,668.43,2.1
13742,United Kingdom,2011-01-23 14:59:00,2011-11-23 11:07:00,323,3131.02,28.6
13743,United Kingdom,2011-03-25 14:46:00,2011-12-07 10:09:00,42,1341.6,1.45
13744,United Kingdom,2011-02-20 14:08:00,2011-09-05 15:19:00,72,1156.36,0.0
13745,United Kingdom,2011-06-30 16:43:00,2011-07-11 14:21:00,26,300.04,8.5
13747,United Kingdom,2010-12-01 10:37:00,2010-12-01 10:37:00,1,79.6,0.0
13748,United Kingdom,2010-12-01 09:00:00,2011-09-05 09:45:00,28,948.25,0.0
13750,United Kingdom,2011-01-07 11:49:00,2011-10-17 12:16:00,24,1647.26,0.0
13751,United Kingdom,2011-02-24 15:56:00,2011-02-24 15:56:00,9,296.25,0.0
13752,United Kingdom,2011-04-07 12:04:00,2011-08-07 14:16:00,76,1186.28,0.0
13753,United Kingdom,2011-02-25 12:48:00,2011-02-25 12:48:00,35,741.26,0.0
13754,United Kingdom,2011-01-26 14:58:00,2011-07-11 11:51:00,12,282.6,0.0
13755,United Kingdom,2011-10-07 15:45:00,2011-12-06 12:26:00,343,2161.35,6.67
13756,United Kingdom,2010-12-07 11:41:00,2011-12-07 16:44:00,143,5189.52,44.4
13758,United Kingdom,2010-12-01 12:08:00,2011-11-28 11:11:00,117,3190.55,0.0
13759,United Kingdom,2011-09-29 15:40:00,2011-11-06 14:47:00,25,659.41,0.0
13760,United Kingdom,2011-03-28 12:52:00,2011-10-16 16:13:00,57,286.79,0.0
13761,United Kingdom,2011-06-13 08:43:00,2011-10-20 14:01:00,70,1070.65,0.0
13762,United Kingdom,2011-05-05 09:15:00,2011-05-19 15:23:00,14,306.72,306.72
13763,United Kingdom,2011-06-21 17:40:00,2011-10-07 15:13:00,17,1714.96,25.5
13764,United Kingdom,2011-01-06 14:53:00,2011-09-30 12:03:00,208,1521.76,0.0
13767,United Kingdom,2010-12-01 10:47:00,2011-12-07 15:00:00,399,17220.36,274.65
13769,United Kingdom,2010-12-07 13:28:00,2011-12-07 15:08:00,143,2796.51,24.64
13771,United Kingdom,2011-04-06 15:47:00,2011-10-06 14:18:00,120,2634.45,2.75
13772,United Kingdom,2011-04-14 12:31:00,2011-11-06 11:43:00,177,1132.13,0.0
13774,United Kingdom,2011-09-19 12:06:00,2011-09-19 12:06:00,22,345.0,0.0
13777,United Kingdom,2010-12-01 16:01:00,2011-12-09 12:25:00,219,25977.16,228.81
13778,United Kingdom,2011-08-28 15:25:00,2011-08-28 15:25:00,9,178.7,0.0
13780,United Kingdom,2011-06-22 11:43:00,2011-12-02 13:49:00,57,360.01,0.0
13781,United Kingdom,2011-04-03 12:08:00,2011-04-03 12:08:00,17,127.84,0.0
13782,United Kingdom,2011-01-16 11:08:00,2011-11-27 11:54:00,115,912.0,0.0
13784,United Kingdom,2011-01-11 14:38:00,2011-11-30 09:33:00,31,2462.79,0.0
13786,United Kingdom,2010-12-07 13:53:00,2010-12-07 13:53:00,7,230.4,0.0
13787,United Kingdom,2010-12-10 14:45:00,2011-09-25 12:06:00,31,309.04,0.0
13790,United Kingdom,2011-12-05 15:48:00,2011-12-05 15:48:00,45,348.8,0.0
13791,United Kingdom,2011-06-24 16:38:00,2011-10-27 14:38:00,17,1516.0,468.32
13792,United Kingdom,2011-02-25 14:03:00,2011-10-04 14:31:00,13,195.55,0.0
13798,United Kingdom,2010-12-02 17:24:00,2011-12-08 15:51:00,439,37153.85,802.43
13799,United Kingdom,2011-02-18 14:18:00,2011-08-15 12:07:00,39,688.86,0.0
13800,United Kingdom,2011-02-03 12:27:00,2011-02-03 12:27:00,33,558.32,0.0
13801,United Kingdom,2011-10-04 10:15:00,2011-10-04 10:15:00,23,324.8,0.0
13802,United Kingdom,2010-12-14 09:54:00,2011-07-24 13:26:00,66,4599.42,693.15
13803,United Kingdom,2011-03-29 12:57:00,2011-03-29 12:57:00,17,277.07,0.0
13804,United Kingdom,2011-02-23 09:09:00,2011-11-09 12:32:00,137,2635.79,0.0
13805,United Kingdom,2011-08-02 15:29:00,2011-10-18 14:50:00,13,924.6,0.0
13806,United Kingdom,2011-10-07 11:43:00,2011-10-07 11:43:00,10,256.38,0.0
13807,United Kingdom,2010-12-07 15:48:00,2010-12-07 15:48:00,7,112.6,0.0
13808,United Kingdom,2011-09-04 12:07:00,2011-12-04 12:18:00,76,1747.66,0.0
13809,Cyprus,2011-02-07 13:15:00,2011-02-07 13:15:00,12,155.05,0.0
13810,Germany,2011-10-14 12:57:00,2011-11-11 08:33:00,36,1499.01,599.5
13811,Germany,2011-04-14 18:40:00,2011-06-09 09:54:00,14,814.5,222.75
13812,Germany,2011-08-26 12:54:00,2011-10-28 14:27:00,36,539.0,0.0
13813,Germany,2011-07-28 10:33:00,2011-10-31 10:38:00,71,1366.86,13.45
13814,Germany,2011-07-25 13:54:00,2011-10-14 16:57:00,58,1579.12,17.0
13815,Germany,2011-01-25 12:16:00,2011-11-17 14:19:00,177,4027.36,12.45
13816,Germany,2011-10-06 14:37:00,2011-11-16 08:38:00,33,571.67,16.63
13817,Germany,2010-12-23 11:46:00,2011-11-10 17:49:00,24,382.98,0.0
13819,United Kingdom,2011-01-24 10:38:00,2011-02-11 10:38:00,36,1140.35,0.0
13821,United Kingdom,2011-03-23 11:30:00,2011-07-18 09:49:00,59,385.64,0.0
13822,United Kingdom,2011-10-30 15:55:00,2011-12-04 12:13:00,96,632.0,0.0
13823,United Kingdom,2011-09-09 10:42:00,2011-11-21 10:22:00,40,957.66,0.0
13824,United Kingdom,2011-02-02 13:07:00,2011-11-07 12:41:00,46,1698.94,0.0
13826,United Kingdom,2011-06-16 13:48:00,2011-07-04 16:27:00,12,189.5,14.85
13827,United Kingdom,2011-07-19 15:38:00,2011-10-13 12:38:00,93,412.05,0.0
13828,United Kingdom,2011-11-17 16:02:00,2011-11-17 16:02:00,15,209.49,0.0
13829,United Kingdom,2010-12-15 16:36:00,2010-12-15 16:36:00,1,0.0,102.0
13831,United Kingdom,2010-12-05 12:13:00,2011-11-23 15:41:00,74,2202.99,0.0
13832,United Kingdom,2011-11-20 15:36:00,2011-11-22 12:31:00,4,52.2,11.25
13833,United Kingdom,2011-07-03 13:27:00,2011-07-03 13:27:00,29,384.8,0.0
13835,United Kingdom,2011-05-08 15:22:00,2011-11-14 15:37:00,55,834.57,0.0
13837,United Kingdom,2011-01-26 12:15:00,2011-05-12 12:10:00,19,271.24,0.0
13838,United Kingdom,2010-12-05 10:45:00,2011-12-04 11:00:00,174,691.73,0.0
13841,United Kingdom,2011-04-01 12:10:00,2011-04-01 12:10:00,1,85.0,0.0
13842,United Kingdom,2010-12-08 10:39:00,2011-10-12 10:51:00,206,3385.62,0.0
13844,United Kingdom,2011-11-28 13:21:00,2011-11-28 13:21:00,20,361.62,0.0
13845,United Kingdom,2011-10-06 08:25:00,2011-10-06 08:25:00,9,312.98,0.0
13846,United Kingdom,2010-12-14 16:07:00,2011-11-15 12:07:00,58,865.06,17.45
13848,United Kingdom,2010-12-08 15:10:00,2011-09-08 12:58:00,5,1255.0,0.0
13849,United Kingdom,2011-06-22 10:11:00,2011-10-19 10:59:00,101,1537.95,0.0
13850,United Kingdom,2011-08-02 14:04:00,2011-09-12 18:00:00,94,1595.48,8.67
13851,United Kingdom,2011-02-24 17:18:00,2011-09-05 12:36:00,81,2651.46,0.0
13853,United Kingdom,2011-10-13 14:18:00,2011-12-01 08:12:00,24,1090.14,33.2
13854,United Kingdom,2010-12-09 10:48:00,2011-12-01 09:06:00,114,8109.52,84.5
13856,United Kingdom,2011-05-20 13:13:00,2011-06-24 10:03:00,17,388.5,25.1
13858,United Kingdom,2011-10-13 16:17:00,2011-10-13 16:17:00,11,216.17,0.0
13859,United Kingdom,2011-01-17 16:14:00,2011-01-17 16:14:00,28,201.16,0.0
13860,United Kingdom,2011-09-14 09:27:00,2011-12-08 12:57:00,77,1245.9,5.9
13862,United Kingdom,2011-01-11 15:13:00,2011-11-21 16:24:00,142,2209.36,22.05
13863,United Kingdom,2011-04-06 10:20:00,2011-04-08 17:03:00,22,305.78,6.22
13865,United Kingdom,2011-02-23 12:04:00,2011-10-12 13:31:00,30,501.56,0.0
13866,United Kingdom,2011-09-26 14:54:00,2011-09-26 14:54:00,7,145.67,0.0
13867,United Kingdom,2011-05-05 17:28:00,2011-11-08 15:48:00,61,1015.29,0.0
13868,United Kingdom,2011-11-01 12:45:00,2011-12-02 16:32:00,33,3192.54,0.0
13869,United Kingdom,2010-12-17 15:14:00,2011-08-08 13:53:00,307,3104.95,0.0
13870,United Kingdom,2011-02-25 09:09:00,2011-12-07 13:23:00,118,2770.94,19.69
13871,United Kingdom,2011-02-04 09:30:00,2011-11-17 10:49:00,338,6403.25,13.45
13873,United Kingdom,2011-02-03 09:37:00,2011-08-12 10:08:00,24,389.6,7.9
13874,United Kingdom,2010-12-16 18:20:00,2010-12-16 18:20:00,18,540.45,0.0
13875,United Kingdom,2011-02-11 15:39:00,2011-10-17 09:36:00,104,1786.79,0.0
13876,United Kingdom,2011-10-07 10:22:00,2011-10-07 10:22:00,7,122.7,0.0
13877,United Kingdom,2011-09-14 15:49:00,2011-09-14 15:49:00,3,117.24,0.0
13878,United Kingdom,2011-10-16 12:19:00,2011-10-16 12:19:00,36,1281.53,0.0
13880,United Kingdom,2010-12-07 14:00:00,2011-11-18 13:44:00,165,3219.77,0.0
13881,United Kingdom,2011-02-01 10:14:00,2011-12-06 12:50:00,180,17159.52,170.0
13882,United Kingdom,2011-10-06 15:28:00,2011-12-07 11:16:00,66,1191.13,59.85
13883,United Kingdom,2011-01-17 16:45:00,2011-12-08 19:20:00,155,2674.48,135.73
13884,United Kingdom,2011-03-01 13:40:00,2011-12-02 16:30:00,60,787.6,6.3
13885,United Kingdom,2011-05-23 08:52:00,2011-06-03 15:07:00,28,506.8,0.0
13886,United Kingdom,2011-09-29 13:17:00,2011-09-29 13:17:00,16,243.56,0.0
13887,United Kingdom,2011-05-19 17:22:00,2011-05-19 17:22:00,19,349.55,0.0
13888,United Kingdom,2011-05-05 14:41:00,2011-08-12 10:13:00,40,605.63,0.0
13889,United Kingdom,2011-09-08 09:13:00,2011-09-08 09:13:00,15,416.9,0.0
13890,United Kingdom,2010-12-16 09:31:00,2011-12-08 15:36:00,114,1883.81,22.95
13892,United Kingdom,2011-04-07 12:04:00,2011-11-13 11:50:00,27,632.97,0.0
13893,United Kingdom,2011-02-15 11:30:00,2011-02-15 11:30:00,21,821.1,0.0
13894,United Kingdom,2011-02-02 12:54:00,2011-11-17 13:35:00,30,564.62,28.65
13895,United Kingdom,2011-06-28 10:17:00,2011-11-18 17:15:00,119,2593.07,4.95
13897,United Kingdom,2011-10-20 14:30:00,2011-10-20 14:30:00,17,311.16,0.0
13898,United Kingdom,2011-01-18 10:28:00,2011-01-18 10:28:00,12,155.93,0.0
13899,United Kingdom,2011-03-10 09:30:00,2011-11-23 13:40:00,19,388.52,0.0
13900,United Kingdom,2011-03-22 10:13:00,2011-06-09 19:26:00,43,740.95,0.0
13901,United Kingdom,2011-01-25 09:01:00,2011-09-28 14:48:00,149,2867.2,0.0
13904,United Kingdom,2011-02-18 11:18:00,2011-11-02 13:41:00,26,332.64,0.0
13908,United Kingdom,2011-03-08 12:04:00,2011-09-21 11:49:00,126,2369.55,22.5
13911,United Kingdom,2011-02-04 14:46:00,2011-10-13 15:43:00,148,2580.91,0.0
13914,United Kingdom,2011-11-03 16:28:00,2011-12-06 10:54:00,34,626.45,12.5
13917,United Kingdom,2011-06-01 12:46:00,2011-10-21 09:56:00,18,272.04,0.0
13918,United Kingdom,2011-03-31 18:05:00,2011-10-21 12:25:00,30,1212.84,0.0
13919,Denmark,2011-08-10 10:15:00,2011-10-17 15:24:00,33,384.81,34.65
13922,United Kingdom,2010-12-23 10:38:00,2010-12-23 10:38:00,7,172.25,0.0
13923,United Kingdom,2011-10-17 12:33:00,2011-10-17 12:33:00,20,351.13,0.0
13924,United Kingdom,2011-09-28 15:07:00,2011-12-08 09:39:00,137,1838.85,156.77
13925,United Kingdom,2011-07-28 12:09:00,2011-11-03 13:00:00,45,678.25,61.6
13926,United Kingdom,2011-11-16 13:16:00,2011-11-16 13:16:00,11,223.85,0.0
13927,United Kingdom,2011-09-26 12:00:00,2011-09-26 12:00:00,21,348.99,0.0
13928,United Kingdom,2011-07-29 15:59:00,2011-11-29 10:33:00,27,464.57,0.0
13929,United Kingdom,2011-01-17 15:11:00,2011-06-23 15:26:00,10,842.65,39.8
13930,United Kingdom,2011-07-26 11:00:00,2011-10-13 09:45:00,17,337.34,0.0
13931,United Kingdom,2011-03-04 08:43:00,2011-09-15 10:03:00,59,1237.53,6.6
13932,United Kingdom,2011-02-18 12:02:00,2011-02-18 12:02:00,16,307.4,0.0
13933,United Kingdom,2011-07-14 13:35:00,2011-08-22 14:03:00,23,608.79,0.0
13934,United Kingdom,2011-03-21 08:39:00,2011-03-21 08:39:00,31,922.1,0.0
13936,United Kingdom,2011-06-13 08:47:00,2011-06-21 17:44:00,27,376.58,15.3
13937,United Kingdom,2011-06-23 16:35:00,2011-06-23 16:35:00,9,158.85,0.0
13938,United Kingdom,2011-11-04 14:37:00,2011-11-04 14:37:00,7,71.66,0.0
13939,United Kingdom,2011-02-01 11:30:00,2011-11-16 13:33:00,46,568.55,11.8
13940,United Kingdom,2011-07-18 16:05:00,2011-11-22 15:15:00,49,839.14,0.0
13941,United Kingdom,2010-12-02 10:17:00,2011-11-18 09:43:00,47,5112.96,200.55
13946,United Kingdom,2011-03-17 10:02:00,2011-09-21 13:33:00,11,561.57,0.0
13947,United Kingdom,2011-10-05 14:42:00,2011-10-05 14:42:00,5,90.6,0.0
13948,United Kingdom,2010-12-14 10:18:00,2010-12-14 10:18:00,3,102.0,0.0
13949,United Kingdom,2011-09-06 11:55:00,2011-12-07 09:35:00,160,2427.32,0.0
13950,United Kingdom,2011-04-07 11:29:00,2011-11-28 14:44:00,36,745.06,16.5
13951,United Kingdom,2011-02-18 15:21:00,2011-06-16 16:43:00,39,674.45,0.0
13952,United Kingdom,2011-04-15 09:27:00,2011-05-12 19:27:00,138,3251.07,4.98
13953,United Kingdom,2010-12-22 10:29:00,2011-12-02 16:04:00,20,3515.68,0.0
13954,United Kingdom,2011-09-30 10:52:00,2011-12-08 12:50:00,30,439.92,61.33
13955,United Kingdom,2011-02-07 12:24:00,2011-07-08 17:19:00,33,322.96,0.0
13956,United Kingdom,2011-03-13 12:51:00,2011-12-04 13:20:00,152,1026.42,0.0
13958,United Kingdom,2010-12-02 17:03:00,2010-12-02 17:03:00,5,0.0,102.45
13959,United Kingdom,2010-12-12 13:56:00,2011-09-21 15:06:00,92,598.2,0.0
13960,United Kingdom,2011-09-29 12:39:00,2011-11-18 15:27:00,12,230.22,0.0
13962,United Kingdom,2011-04-08 11:21:00,2011-11-18 08:47:00,11,169.55,0.0
13963,United Kingdom,2010-12-07 09:21:00,2011-02-04 14:43:00,35,664.54,0.0
13967,United Kingdom,2011-07-17 12:02:00,2011-07-17 12:02:00,2,80.7,0.0
13969,United Kingdom,2010-12-09 19:32:00,2011-12-02 15:11:00,633,9053.94,67.25
13971,United Kingdom,2011-02-27 12:27:00,2011-12-01 08:27:00,158,2758.26,56.04
13972,United Kingdom,2011-05-22 11:34:00,2011-09-30 11:54:00,15,190.25,0.0
13973,United Kingdom,2011-02-25 15:21:00,2011-02-25 15:21:00,11,264.7,0.0
13974,United Kingdom,2011-10-21 14:41:00,2011-10-21 14:41:00,28,413.59,0.0
13975,United Kingdom,2011-03-08 12:19:00,2011-11-08 13:19:00,340,2526.28,23.05
13976,United Kingdom,2011-05-17 09:13:00,2011-05-17 09:13:00,10,357.98,0.0
13978,United Kingdom,2011-10-25 15:04:00,2011-11-25 11:36:00,15,196.79,0.0
13979,United Kingdom,2011-09-27 13:32:00,2011-09-27 13:32:00,54,869.87,0.0
13980,United Kingdom,2011-10-10 13:34:00,2011-10-10 13:34:00,11,200.14,0.0
13982,United Kingdom,2010-12-09 13:57:00,2011-10-31 16:24:00,115,1871.81,10.7
13983,United Kingdom,2010-12-08 10:38:00,2011-11-10 11:06:00,112,2603.43,12.97
13984,United Kingdom,2010-12-08 15:58:00,2011-11-13 12:38:00,17,920.51,432.48
13985,United Kingdom,2011-03-20 13:48:00,2011-12-05 17:06:00,353,7060.13,35.6
13986,United Kingdom,2011-11-22 15:00:00,2011-11-22 15:00:00,13,320.46,0.0
13988,United Kingdom,2011-03-30 11:48:00,2011-11-20 10:15:00,239,4147.96,49.16
13989,United Kingdom,2011-04-14 15:39:00,2011-10-05 09:47:00,41,1266.08,0.0
13990,United Kingdom,2011-05-10 15:19:00,2011-05-10 15:19:00,16,311.3,0.0
13991,United Kingdom,2011-07-19 12:58:00,2011-11-27 16:18:00,86,855.97,5.34
13992,United Kingdom,2011-11-09 15:23:00,2011-11-09 15:23:00,5,76.8,0.0
13993,United Kingdom,2011-01-13 10:43:00,2011-11-07 13:00:00,125,3466.36,56.7
13994,United Kingdom,2011-07-14 18:28:00,2011-12-06 11:05:00,155,2313.14,0.0
13995,United Kingdom,2011-04-08 08:20:00,2011-11-24 14:22:00,87,1393.69,10.2
13999,United Kingdom,2010-12-13 11:23:00,2011-11-29 13:40:00,212,3901.81,36.55
14000,United Kingdom,2011-05-12 16:50:00,2011-05-17 13:44:00,16,635.66,1.95
14001,United Kingdom,2010-12-01 12:58:00,2011-10-25 10:31:00,40,2043.08,12.75
14002,United Kingdom,2011-07-06 14:59:00,2011-07-28 15:55:00,47,529.73,0.0
14004,United Kingdom,2011-02-24 09:28:00,2011-10-27 14:40:00,171,4582.64,0.0
14005,United Kingdom,2011-05-08 10:33:00,2011-11-30 12:41:00,84,2874.72,0.0
14006,United Kingdom,2011-01-31 15:11:00,2011-08-16 09:39:00,30,962.19,0.0
14009,United Kingdom,2011-05-18 13:00:00,2011-05-25 15:47:00,44,695.61,9.68
14012,United Kingdom,2011-03-07 12:26:00,2011-03-07 12:26:00,11,328.8,0.0
14013,United Kingdom,2011-03-09 08:59:00,2011-08-21 15:01:00,34,473.02,0.0
14014,United Kingdom,2011-09-23 13:18:00,2011-09-23 13:18:00,39,505.18,0.0
14015,United Kingdom,2011-10-18 10:02:00,2011-10-18 10:02:00,20,917.34,0.0
14016,EIRE,2010-12-17 14:21:00,2011-07-08 14:27:00,162,4341.21,12.75
14019,United Kingdom,2011-07-24 15:39:00,2011-10-24 10:13:00,68,1421.61,22.65
14020,United Kingdom,2011-09-12 15:32:00,2011-11-23 09:22:00,39,642.8,0.0
14021,United Kingdom,2011-03-28 15:10:00,2011-07-07 15:46:00,22,631.9,0.0
14022,United Kingdom,2011-04-28 14:39:00,2011-04-28 14:39:00,28,440.0,0.0
14023,United Kingdom,2011-04-03 15:50:00,2011-12-02 13:58:00,31,584.07,0.0
14024,United Kingdom,2011-08-07 13:31:00,2011-08-10 11:30:00,16,327.7,0.0
14027,United Kingdom,2011-10-10 09:01:00,2011-10-10 09:01:00,6,104.82,0.0
14029,United Kingdom,2011-07-18 16:57:00,2011-10-07 14:46:00,15,467.66,0.0
14030,United Kingdom,2010-12-08 16:11:00,2011-11-21 16:48:00,243,2360.09,0.0
14031,United Kingdom,2010-12-02 16:34:00,2011-12-02 17:13:00,258,17286.86,2652.22
14032,United Kingdom,2010-12-08 10:53:00,2011-12-07 15:23:00,152,2975.59,45.75
14034,United Kingdom,2011-07-05 13:06:00,2011-11-17 14:02:00,92,651.82,139.8
14035,United Kingdom,2011-02-15 12:48:00,2011-11-11 10:03:00,66,1428.02,0.0
14036,United Kingdom,2011-02-28 09:26:00,2011-02-28 09:26:00,38,626.65,0.0
14037,United Kingdom,2010-12-10 11:39:00,2011-06-16 13:57:00,28,147.2,0.0
14038,United Kingdom,2011-05-16 14:05:00,2011-09-22 13:37:00,93,1560.38,5.9
14039,United Kingdom,2011-11-06 13:48:00,2011-11-06 13:48:00,6,152.2,0.0
14040,United Kingdom,2011-01-12 14:57:00,2011-10-30 12:42:00,241,3614.92,72.73
14041,United Kingdom,2011-03-18 13:25:00,2011-03-18 13:25:00,21,141.41,0.0
14044,United Kingdom,2011-02-03 11:39:00,2011-11-13 12:05:00,209,652.82,0.0
14045,United Kingdom,2010-12-01 11:32:00,2011-08-22 15:27:00,6,1659.75,0.0
14046,United Kingdom,2011-02-28 14:48:00,2011-02-28 14:48:00,14,154.99,0.0
14047,United Kingdom,2010-12-02 10:09:00,2011-12-01 11:43:00,34,1308.61,18.6
14048,United Kingdom,2011-02-07 14:53:00,2011-03-07 13:49:00,88,409.93,34.8
14049,United Kingdom,2011-01-26 10:30:00,2011-11-23 12:20:00,505,5681.72,42.57
14050,United Kingdom,2011-08-25 13:46:00,2011-11-08 10:00:00,54,746.36,0.0
14051,United Kingdom,2010-12-08 12:49:00,2011-12-09 10:20:00,215,15610.39,133.05
14052,United Kingdom,2011-11-20 12:30:00,2011-11-20 12:30:00,56,225.36,0.0
14053,United Kingdom,2011-07-03 12:21:00,2011-08-07 14:27:00,4,260.25,0.0
14054,United Kingdom,2011-10-05 15:49:00,2011-10-05 15:49:00,6,92.46,0.0
14055,United Kingdom,2011-08-25 15:04:00,2011-08-25 15:04:00,10,725.64,0.0
14056,United Kingdom,2011-02-28 15:19:00,2011-12-08 13:36:00,1128,8214.65,90.25
14057,United Kingdom,2010-12-14 12:11:00,2011-11-16 10:32:00,291,6217.96,70.56
14059,United Kingdom,2011-03-18 10:06:00,2011-03-18 10:06:00,8,183.6,0.0
14060,United Kingdom,2010-12-02 12:11:00,2011-12-05 12:29:00,203,6140.42,5.04
14062,United Kingdom,2010-12-10 15:56:00,2011-11-30 10:04:00,111,10464.85,0.0
14064,United Kingdom,2011-03-10 12:59:00,2011-11-10 13:14:00,82,1353.74,165.42
14066,United Kingdom,2011-03-18 12:21:00,2011-03-18 12:21:00,7,152.55,0.0
14067,United Kingdom,2011-09-04 12:00:00,2011-10-07 10:21:00,52,374.7,0.0
14068,United Kingdom,2011-01-23 16:02:00,2011-01-23 16:02:00,24,265.85,0.0
14071,United Kingdom,2011-03-20 11:33:00,2011-12-06 12:27:00,333,1438.82,131.41
14073,United Kingdom,2011-11-07 15:49:00,2011-11-18 16:14:00,14,151.04,11.5
14075,United Kingdom,2011-03-23 16:35:00,2011-12-05 08:38:00,43,942.26,0.0
14076,United Kingdom,2011-08-02 15:19:00,2011-08-02 15:19:00,46,122.47,0.0
14077,United Kingdom,2011-03-10 15:52:00,2011-10-30 12:35:00,42,499.42,0.0
14078,United Kingdom,2010-12-01 12:54:00,2011-08-30 12:16:00,65,1049.37,0.0
14079,United Kingdom,2011-08-07 12:10:00,2011-08-07 12:10:00,12,375.1,0.0
14080,United Kingdom,2011-11-07 11:09:00,2011-11-07 11:09:00,4,45.6,0.0
14081,United Kingdom,2010-12-05 15:47:00,2011-03-17 14:24:00,156,934.52,29.85
14082,United Kingdom,2010-12-10 11:02:00,2010-12-10 11:02:00,29,182.25,0.0
14083,United Kingdom,2010-12-03 12:24:00,2011-12-05 13:14:00,181,1018.43,0.0
14085,United Kingdom,2010-12-06 12:39:00,2011-12-07 13:46:00,451,4448.54,12.75
14087,United Kingdom,2011-12-07 12:28:00,2011-12-07 12:41:00,70,194.42,12.75
14088,United Kingdom,2011-01-21 13:07:00,2011-11-29 16:16:00,590,50491.81,76.32
14089,United Kingdom,2011-10-14 10:38:00,2011-10-14 10:38:00,14,161.0,0.0
14090,United Kingdom,2011-01-19 10:51:00,2011-01-19 10:51:00,1,76.32,0.0
14092,United Kingdom,2010-12-02 09:10:00,2011-12-02 12:13:00,217,4076.91,13.81
14093,United Kingdom,2011-11-27 16:27:00,2011-11-27 16:27:00,105,442.85,0.0
14096,United Kingdom,2011-08-30 10:49:00,2011-12-05 17:17:00,5128,65164.79,8043.88
14098,United Kingdom,2011-11-03 10:13:00,2011-11-03 10:13:00,21,147.35,0.0
14099,United Kingdom,2010-12-20 11:14:00,2011-11-23 13:53:00,252,3104.17,11.2
14100,United Kingdom,2011-07-25 11:01:00,2011-07-25 11:01:00,26,194.9,0.0
14101,United Kingdom,2011-01-17 13:09:00,2011-09-27 12:28:00,35,5976.79,0.0
14102,United Kingdom,2011-10-26 12:46:00,2011-12-04 15:38:00,84,1360.28,45.55
14104,United Kingdom,2011-06-27 12:49:00,2011-07-08 12:50:00,21,216.21,0.0
14105,United Kingdom,2011-04-14 17:58:00,2011-09-15 16:13:00,76,1266.23,5.9
14107,United Kingdom,2010-12-10 13:29:00,2011-10-19 12:12:00,124,2703.23,14.75
14108,United Kingdom,2011-08-30 11:32:00,2011-11-09 10:41:00,35,597.91,3.75
14109,United Kingdom,2011-09-28 10:18:00,2011-11-16 13:51:00,14,144.2,64.0
14110,United Kingdom,2011-03-18 09:59:00,2011-12-06 12:26:00,157,5683.15,13.5
14111,United Kingdom,2011-04-12 11:36:00,2011-11-25 13:44:00,11,692.85,4.25
14112,United Kingdom,2011-03-09 11:28:00,2011-11-17 12:30:00,173,2915.15,140.98
14113,United Kingdom,2010-12-20 11:56:00,2011-12-06 12:18:00,40,1840.42,462.5
14114,United Kingdom,2011-01-13 11:05:00,2011-03-11 09:42:00,15,386.53,0.0
14116,United Kingdom,2011-08-10 12:44:00,2011-11-20 10:29:00,72,1382.74,0.0
14117,United Kingdom,2011-07-19 09:49:00,2011-07-19 09:49:00,3,90.0,0.0
14119,United Kingdom,2010-12-20 13:58:00,2010-12-20 13:58:00,1,0.0,19.9
14121,United Kingdom,2011-10-11 10:39:00,2011-12-06 12:19:00,161,2780.15,39.85
14124,United Kingdom,2011-09-16 13:32:00,2011-09-16 13:32:00,5,419.58,0.0
14125,United Kingdom,2011-09-22 15:40:00,2011-11-29 12:47:00,167,2740.43,0.0
14126,United Kingdom,2011-11-29 12:21:00,2011-12-02 11:45:00,16,706.13,62.5
14127,United Kingdom,2011-02-02 12:26:00,2011-08-09 10:49:00,44,709.71,0.0
14128,United Kingdom,2011-03-29 10:49:00,2011-10-10 12:00:00,46,637.5,0.0
